Event,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label,mean,median,clustered_label,x_y_label,clusterL1,clusterL2,point_x,point_y
71148,4.2806273,3.8572004,-0.7101759,0.2796441,-0.18705311,4.6555667,-1.0707756,1.1313225,-0.06517076,0.10736297,1.0994512,-0.009526054,3.3077464,Naive_CD8+_T_cells,1.2827861650769232,0.2796441,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71149,5.0743113,3.2620163,0.4492573,-0.0032437379,1.1413776,5.2665052,-0.24547203,2.0107276,-0.0041019893,-0.15293527,3.6357546,0.5506146,4.961352,Naive_CD8+_T_cells,1.9958587286769227,1.1413776,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71150,4.5599985,3.251128,0.97076935,1.2513411,0.047966823,5.195359,2.1979487,0.687791,-0.18728916,-0.15705006,2.6214776,-0.050057855,4.1810675,Naive_CD8+_T_cells,1.8900346536923078,1.2513411,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71151,4.7692184,4.064272,0.016080888,-0.07608212,0.3615444,4.4665627,1.762843,1.9829453,0.51318747,-0.061534785,1.4803874,-0.11034275,3.3728817,Naive_CD8+_T_cells,1.733997200230769,1.4803874,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71152,3.9738345,3.3255286,0.13916282,-0.5983384,-0.106164806,4.720891,-0.04381957,0.16404839,0.24944764,0.8802088,0.6348501,1.3183979,4.073102,Naive_CD8+_T_cells,1.4408576133846152,0.6348501,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71153,4.242867,3.932046,-0.036629487,-0.22008593,0.44207945,4.884002,-0.078314014,-3.457523e-05,-0.0550237,0.20413873,0.40287554,-0.044188686,3.8729365,Naive_CD8+_T_cells,1.3497437559823076,0.20413873,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71154,4.5076795,4.214147,-0.16816202,1.377884,-0.13195278,4.515604,-0.25521034,0.57790226,-0.4914445,0.2705765,1.7679844,0.21200693,3.077777,Naive_CD8+_T_cells,1.4980609192307692,0.57790226,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71155,4.80819,4.278722,-0.292634,0.47883075,0.57627887,4.6673636,-0.1340776,0.30338165,0.42202416,-0.07448977,2.0945556,0.21881951,3.8524508,Naive_CD8+_T_cells,1.6307242746153845,0.47883075,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71156,4.4429407,4.0142884,-0.099131875,-0.17453544,0.6778722,4.3556247,0.5927277,0.06426623,-0.5318789,0.79989195,2.682907,-0.055560485,3.8545747,Naive_CD8+_T_cells,1.586460529230769,0.6778722,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71157,5.0893784,3.198676,-0.10591533,0.60750616,0.88045645,5.4983897,-0.3144336,0.9669912,0.696686,-0.011796014,0.9886968,-0.15009288,4.470226,Naive_CD8+_T_cells,1.678059145076923,0.88045645,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71158,4.619904,2.7449615,0.44090912,0.844023,0.22027151,5.01522,0.33375126,0.95052004,-0.11190361,-0.15808007,1.8643963,0.4344784,4.995984,Naive_CD8+_T_cells,1.7072642653846155,0.844023,3;2;2;0;4;2;2;1;,-2x0-2x1,2x0,2x1,7/8,3/8
71159,5.0166445,2.9455764,0.081208274,1.579329,-0.5721982,5.1310782,0.921517,0.7137078,0.6241769,-0.16353913,1.9825556,1.55745,3.6008482,Naive_CD8+_T_cells,1.801411888,1.55745,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71160,5.139325,2.7183352,-0.08951804,-0.10892681,-0.059284303,2.8270924,-0.08665317,-0.11737125,0.91800016,-0.08008779,1.616533,2.0156753,5.5453806,Naive_CD8+_T_cells,1.5568077151538462,0.91800016,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71161,4.3800955,4.168806,-0.2873994,0.21714298,0.034389317,4.6749415,-0.038638193,0.03465113,-0.3695203,-0.16512392,1.5114416,-0.16707847,4.031206,Naive_CD8+_T_cells,1.3865318264615387,0.03465113,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71162,4.8750257,4.0551176,0.38103336,-0.10186417,-0.0060314224,4.9569902,-0.13989708,1.6731557,-0.1761259,-0.0028300036,1.8237278,-0.09526886,4.135124,Naive_CD8+_T_cells,1.6444736095384616,0.38103336,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71163,4.793414,3.7897933,-0.03481689,-0.19948961,0.81954515,4.14279,-0.39579332,0.7683256,-0.58479846,0.5586437,2.3925169,0.29644966,3.576125,Naive_CD8+_T_cells,1.5325157715384614,0.7683256,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71164,5.1184454,3.989122,1.1911951,-0.13914248,1.5903,5.257293,-0.13088334,0.84943855,2.2437775,1.4432224,3.577614,-0.08148556,4.4378796,Naive_CD8+_T_cells,2.2574443207692307,1.5903,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71165,4.5039144,3.2815404,0.107054494,1.1063434,-0.0136497505,4.035191,-0.09081579,2.1715212,-0.55417913,0.6064931,1.5899931,0.35928035,3.2301455,Naive_CD8+_T_cells,1.5640640210384615,1.1063434,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71166,4.567394,3.870167,-0.02126487,0.31137323,-0.090874285,4.3494825,0.33288217,1.9894911,-0.3679264,-0.032713633,1.5799701,1.4307764,3.5182557,Naive_CD8+_T_cells,1.6490010009230767,1.4307764,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71167,4.921687,4.133841,-0.36866778,1.1945528,1.2395703,4.923349,0.060584318,0.5892995,-0.08609671,1.8965136,2.3047209,-0.006241795,3.879241,Naive_CD8+_T_cells,1.8986425486923078,1.2395703,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71168,4.6811423,4.1459484,0.98225754,1.0279894,-0.06885453,4.8789325,1.2718283,1.0786707,-0.0386983,0.15822041,2.394022,0.7069932,2.6750612,Naive_CD8+_T_cells,1.8379625476923072,1.0786707,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71169,5.0682106,2.9062574,0.33327812,1.7049778,0.9176805,5.584731,-0.08938096,0.9457365,1.6332846,1.4055953,0.2529364,0.106586315,4.5898604,Naive_CD8+_T_cells,1.9507503057692308,1.4055953,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71170,4.5989394,3.821238,0.1989771,0.29297903,-0.027917398,4.921828,1.0864174,1.1924515,1.0828593,1.6979673,2.6775143,-0.039714836,3.6875753,Naive_CD8+_T_cells,1.937778030461538,1.1924515,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71171,4.5104194,3.8388124,-0.008366451,-0.022327723,-0.3596056,4.2622976,-0.10213087,-0.30407533,0.29112726,-0.009067553,2.1882133,-0.058733046,3.2946112,Naive_CD8+_T_cells,1.3477826605384613,-0.008366451,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71172,4.805732,2.6216419,0.77670604,0.63249177,1.245184,4.556447,0.6461974,0.6815451,0.07235191,0.30651814,1.4942434,0.20404667,4.628778,Naive_CD8+_T_cells,1.7439910253846154,0.77670604,3;2;2;0;4;2;2;1;,-2x0-2x1,2x0,2x1,7/8,3/8
71173,4.584744,4.0625176,0.11226809,0.2748435,-0.02464217,4.528396,-0.055445552,-0.15004906,-0.17298707,-0.0034780276,2.6793797,0.60311115,4.306651,Naive_CD8+_T_cells,1.5957930123384614,0.2748435,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71174,4.6317577,3.8675058,0.3454853,0.7179164,-0.01855318,4.7361794,1.3643652,0.29052553,0.48081836,-0.08069859,0.79601187,0.30545545,3.5792878,Naive_CD8+_T_cells,1.6166197723076923,0.7179164,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71175,4.283987,4.101689,-0.05144152,0.7453823,0.23947579,4.5396423,0.47131002,-0.02346934,0.6650673,0.60506946,3.5501635,1.2463195,4.6964955,Naive_CD8+_T_cells,1.9284377546153846,0.7453823,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71176,5.3951383,2.8795514,-0.068731524,-0.16187991,-0.27370027,4.2088633,0.3146741,-0.050020922,0.31733206,0.03430371,2.956707,-0.09639861,4.7992525,Naive_CD8+_T_cells,1.5580839333846153,0.3146741,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71177,4.4825325,3.8132093,-0.081952654,1.3651108,0.5782181,4.575746,1.0106148,-0.12937126,0.3871645,0.286879,2.6847234,0.324596,3.4261575,Naive_CD8+_T_cells,1.7479713835384614,1.0106148,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71178,4.670998,4.412658,-0.4555522,0.075092845,0.55136466,4.957307,-0.0034236268,0.2769727,0.32055,-0.13493276,2.147697,-0.019462556,4.161565,Naive_CD8+_T_cells,1.612371850938462,0.32055,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71179,4.9024453,3.5688095,1.1924982,0.89654374,1.3800097,4.748006,0.9184436,0.27808198,0.3433627,-0.0035088053,3.029081,1.8857832,4.5647864,Naive_CD8+_T_cells,2.1311032703615385,1.3800097,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71180,4.5108056,4.1059136,0.25572595,-0.17078494,1.2856487,5.0698977,0.3603719,0.035671026,-0.30994162,-0.06170703,2.3042684,0.58172464,3.099899,Naive_CD8+_T_cells,1.620576378923077,0.58172464,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71181,4.6686525,4.1352773,0.10414455,1.6738544,1.3719289,5.101427,0.2496227,1.3658888,0.1116636,0.25833967,1.2746387,1.1397741,3.1706097,Naive_CD8+_T_cells,1.894293993846154,1.3658888,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71182,4.362038,3.8070045,0.19407314,-0.058139715,-0.013486284,4.239858,-0.04919051,1.3874495,0.050753124,-0.11794835,1.6441787,-0.08344844,4.3819895,Naive_CD8+_T_cells,1.5188562434615385,0.19407314,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71183,4.704769,4.291493,-0.01339514,-0.13736749,0.2101771,4.865055,0.51786804,0.105289355,-0.076323204,-0.15388076,2.1535144,1.3968388,3.0624666,Naive_CD8+_T_cells,1.6097311308461537,0.51786804,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71184,4.037453,4.157894,-0.17210989,1.0438839,-0.015310398,5.1013613,0.19797961,-0.022112079,-0.16162425,-0.13081132,2.7941084,0.6206951,3.519505,Naive_CD8+_T_cells,1.6131471056153848,0.6206951,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71185,4.714462,4.0922666,0.7926025,-0.1154927,0.00313574,5.0402827,1.4142721,0.68196034,0.6633066,0.86911744,3.3179157,-0.10480809,4.324583,Naive_CD8+_T_cells,1.9764310715384614,0.86911744,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71186,4.814941,4.3524194,-0.109805875,1.4699311,0.32788566,5.2490306,0.29606453,0.48397973,-0.24813767,0.49336582,0.8796974,0.5991789,5.4761677,Naive_CD8+_T_cells,1.8526706380769236,0.5991789,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71187,5.1003666,2.8525436,-0.18688749,0.61203367,1.2415253,3.978034,-0.0866636,-0.04200489,-0.20776014,-0.005902258,3.7454011,0.21832272,4.4761944,Naive_CD8+_T_cells,1.6688617701538462,0.61203367,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71188,5.402568,3.075443,-0.05358589,1.9661295,0.015275952,6.0247397,0.5114711,0.01066032,0.36857486,-0.03739772,0.43759537,0.7033104,3.44357,Naive_CD8+_T_cells,1.6821811224615382,0.5114711,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71189,4.8784947,3.6134005,-0.17670688,0.90381926,0.24949458,4.879602,-0.11691318,0.90054786,-0.45308712,-0.16158055,3.4759648,0.07608497,4.7943096,Naive_CD8+_T_cells,1.7587254261538463,0.90054786,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71190,4.2861466,3.6023161,-0.017536672,1.8465294,0.5574343,4.5910077,0.31778115,1.3992407,0.6846331,0.6925886,2.6368146,-0.09662507,4.2342978,Naive_CD8+_T_cells,1.9026637159999997,1.3992407,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71191,4.3771067,3.583443,-0.10549436,1.0654565,0.35728917,4.8444896,0.21920717,1.0652848,0.31480116,-0.10218866,3.0145335,-0.11609492,4.5125,Naive_CD8+_T_cells,1.771564127692308,1.0652848,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71192,4.4919086,4.0561576,0.18333685,0.0021626037,0.20284559,5.198868,0.12419903,0.7138784,0.026269106,0.22553016,2.165887,1.6242213,4.2249136,Naive_CD8+_T_cells,1.787705987669231,0.7138784,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71193,4.625892,3.6374595,-0.2644616,0.4992653,0.04700233,5.127091,0.69628304,1.5217693,-0.09916814,1.1748606,1.5726062,0.16628678,4.5918,Naive_CD8+_T_cells,1.7920527930769232,1.1748606,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71194,5.05149,3.131259,0.23306483,0.09442317,0.060681984,5.22986,1.0689484,0.1160361,1.7365162,-0.09331768,0.31694832,0.06677162,4.614079,Naive_CD8+_T_cells,1.6635969956923082,0.31694832,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71195,4.8974724,2.536726,-0.076116085,1.6023455,-0.8125394,5.2257037,0.08664735,-0.21816391,0.10194832,-0.03859524,1.3816286,-0.12665078,4.463249,Naive_CD8+_T_cells,1.463358111923077,0.10194832,3;2;2;0;4;2;2;1;,-2x0-2x1,2x0,2x1,7/8,3/8
71196,4.480786,3.2001615,-0.14433472,1.5731022,-0.051685415,4.796505,-0.008522839,1.1237073,0.35293636,-0.09200591,0.5901553,-0.10080932,3.9037745,Naive_CD8+_T_cells,1.5095207658461538,0.5901553,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71197,4.572198,4.2228837,0.24567775,0.60576904,-0.12314413,4.9043984,1.0924115,0.06806526,-0.5580556,-0.12155741,3.5681083,-0.06037532,3.9188943,Naive_CD8+_T_cells,1.718097983846154,0.60576904,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71198,4.173173,3.3194327,-0.009700413,1.5436493,0.6715821,5.060419,-0.25285527,1.3737762,-0.11055461,0.3143568,2.4417758,-0.015563246,3.7033117,Naive_CD8+_T_cells,1.7086771585384615,1.3737762,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71199,4.977226,3.875542,1.2247134,1.9251173,0.1881175,4.9604125,0.49055797,0.3838683,-0.07769325,-0.22510444,1.7484946,0.49589926,3.8577716,Naive_CD8+_T_cells,1.832686364615385,1.2247134,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71200,4.1858854,3.7873175,-0.45348805,-0.07222127,-0.1511031,4.361034,-0.13800104,-0.038053416,-0.47939676,-0.20379615,1.0633916,0.48299962,3.8134332,Naive_CD8+_T_cells,1.2429231949230766,-0.038053416,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71201,4.62453,3.4898477,-0.047746237,0.8405281,-0.17074174,4.2938976,0.24214286,-0.15270792,0.9620156,-0.015760392,1.8974804,0.7945869,2.8794532,Naive_CD8+_T_cells,1.5105789285384614,0.8405281,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71202,5.0389047,2.8699653,-0.09923862,0.980115,0.24221775,5.2919707,0.58479315,0.41099715,-0.1139379,2.1079004,0.5870658,1.0933349,4.2071667,Naive_CD8+_T_cells,1.7847119253846153,0.980115,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71203,4.338096,3.8429885,-0.33494633,-0.32189614,-0.16446555,4.1639996,0.14123814,0.6852482,0.7382209,-0.13847567,2.1687832,0.20972052,2.4377415,Naive_CD8+_T_cells,1.3666348361538463,0.6852482,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71204,4.182074,3.7015884,-0.1967141,-0.1025362,0.3236719,4.760963,0.9379929,2.0209124,-0.08885783,-0.1401436,1.4430912,1.1733943,3.5122585,Naive_CD8+_T_cells,1.6559765284615382,1.1733943,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71205,4.9301023,3.9704123,1.0718561,-0.073313564,-0.0393939,4.727993,-0.120401345,1.1860712,1.0682249,0.052866857,2.4107795,0.7628139,2.8796463,Naive_CD8+_T_cells,1.755973657538462,1.0718561,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71206,4.4131417,4.304831,-0.1035379,1.2560089,1.3103802,4.3875337,0.60520095,-0.27294347,-0.31460324,-0.00048281107,1.8016778,-0.14051838,4.411017,Naive_CD8+_T_cells,1.6659773422253845,1.2560089,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71207,4.4364424,4.0445156,-0.074282385,0.9023295,0.5035483,4.4856334,-0.13220353,-0.115666606,-0.32678834,0.3191483,3.0542042,0.1642632,4.306837,Naive_CD8+_T_cells,1.6590754645384618,0.5035483,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71208,4.748201,3.9488783,-0.15417211,-0.35422924,-0.09854106,4.4179707,-0.20763534,-0.067914136,-0.024798537,-0.14601827,-0.13262033,-0.12089999,4.040678,Naive_CD8+_T_cells,1.2191460759230768,-0.09854106,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71209,5.0942073,3.580229,0.4971384,0.82882434,1.1331779,5.412436,0.5567116,0.022494579,-0.36962467,0.21874133,1.2479613,1.0717696,3.741069,Naive_CD8+_T_cells,1.7719335137692307,1.0717696,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71210,4.58058,3.967447,1.0346649,-0.08330665,0.39522415,4.4500065,-0.035048123,-0.02379159,1.610736,1.7633276,2.3826447,1.5069939,4.77233,Naive_CD8+_T_cells,2.0247544913076925,1.610736,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71211,4.7429256,3.844897,-0.17437325,1.3312765,0.32803896,4.5883923,-0.060759883,0.3239679,0.44766366,1.4237487,1.0584549,0.82410055,4.1859846,Naive_CD8+_T_cells,1.7587936566923081,1.0584549,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71212,4.766088,3.789111,-0.17807083,-0.08644857,1.0760272,4.4239483,0.57428294,0.9929532,0.58026654,-0.01154375,1.6441411,0.8150467,3.1434095,Naive_CD8+_T_cells,1.6560931792307694,0.9929532,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71213,4.581736,3.8131218,-0.14392214,-0.06379432,-0.07669926,4.092804,0.4046114,0.5259205,-0.48451978,-0.09788318,2.1111836,-0.020104995,3.7311695,Naive_CD8+_T_cells,1.4133556250000001,0.4046114,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71214,4.673131,3.8435922,-0.27763617,-0.5552473,0.21936934,5.1742644,1.7014823,1.0403033,0.807344,-0.018799247,1.6709368,-0.27999806,3.76384,Naive_CD8+_T_cells,1.6740448125384617,1.0403033,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71215,4.80371,2.8407383,-0.0544872,-0.054976214,-0.09871601,5.1086597,0.49212936,-0.11860459,-0.13780518,-0.105687134,2.07015,1.0659502,3.7941182,Naive_CD8+_T_cells,1.5080907255384615,0.49212936,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71216,4.7586036,3.2265935,0.27455652,-0.08309473,-0.14093812,5.1462865,0.22573401,0.34181118,0.509686,-0.033367053,3.4553967,0.44173765,3.2371225,Naive_CD8+_T_cells,1.643086789,0.44173765,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71217,4.6935196,4.353829,-0.056154095,0.1206962,-0.06374417,5.27608,-0.04449884,0.24328941,-0.04298884,0.017392054,1.4691707,0.116533965,3.8670604,Naive_CD8+_T_cells,1.5346296449230767,0.1206962,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71218,4.3753886,3.9059012,0.5977833,0.3062431,0.59268415,4.790587,0.84062344,1.1724629,-0.54180235,-0.35539827,1.1612397,1.6199077,4.181484,Naive_CD8+_T_cells,1.7420849592307692,1.1612397,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71219,5.0733395,3.958781,-0.49622416,0.44714516,-0.09680055,3.9598951,0.55033946,1.7981191,0.5599334,0.68185365,2.9684806,0.08515606,3.6601572,Naive_CD8+_T_cells,1.7807827323076924,0.68185365,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71220,4.4574304,3.5792308,-0.059833862,-0.26275736,-0.37041375,4.591071,-0.12247606,1.9177116,1.6907473,0.6494712,-0.80648404,1.9278126,4.0414352,Naive_CD8+_T_cells,1.6333034636923074,1.6907473,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71221,4.13759,2.8360515,-0.14100088,-0.12047735,-0.12503149,4.0919247,1.1930753,0.3481661,-0.6962761,-0.08927894,1.1660893,-0.036572933,2.5698032,Naive_CD8+_T_cells,1.1641586466923075,0.3481661,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71222,4.2019963,4.108461,-0.09028689,0.6316826,-0.1528269,4.704299,0.22848931,1.177375,1.7810006,1.5293467,2.8806245,0.35152978,5.247116,Naive_CD8+_T_cells,2.046062076923077,1.5293467,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71223,4.92392,4.1390595,-0.07039882,-0.025964087,-0.28622043,4.6612053,-0.064636394,-0.11941595,0.41525742,0.25763056,2.7583442,0.69878817,3.7518268,Naive_CD8+_T_cells,1.6184150976153844,0.41525742,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71224,4.598554,3.6245768,0.25473922,-0.079954736,0.35581604,3.4004614,-0.10867141,-0.008363488,-0.51075196,1.4499729,1.3671556,-0.013995135,1.9609611,Naive_CD8+_T_cells,1.253115410076923,0.35581604,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71225,4.800678,4.1326647,0.15266651,1.5206869,0.81368124,4.783565,-0.10900333,-0.075452305,-0.048077095,0.32310382,0.8237902,0.6688912,4.500834,Naive_CD8+_T_cells,1.7144637569230772,0.81368124,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71226,5.114681,3.5495982,0.09623106,0.013411288,1.4067718,5.471651,-0.13555488,1.0248773,-0.26462665,0.61627245,1.2025512,0.7577364,4.337259,Naive_CD8+_T_cells,1.7839122436923074,1.0248773,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71227,4.3941364,2.8212698,0.8678598,1.5636003,1.6719776,4.6939063,0.88225996,0.01173191,-0.02914243,0.43526122,2.1667452,0.2601037,5.016453,Naive_CD8+_T_cells,1.9043202123076926,1.5636003,3;2;2;0;4;2;2;1;,-2x0-2x1,2x0,2x1,7/8,3/8
71228,4.5968604,4.619292,-0.05686899,-0.22650357,0.27766103,5.56695,-0.07040368,1.2665997,-0.03406132,0.412331,1.8678839,0.5142974,4.1121645,Naive_CD8+_T_cells,1.7574001823076923,0.5142974,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71229,4.5675535,4.0304246,-0.17043594,0.902726,0.08590428,5.0238156,-0.11619391,0.48426184,0.32549566,-0.1160099,2.8228827,-0.11851401,3.7969432,Naive_CD8+_T_cells,1.6552964323076922,0.48426184,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71230,4.5469503,3.7838728,0.07627662,0.7102462,-0.38918772,4.6896024,1.9949994,-0.057335794,0.4105106,1.4905134,2.533283,-0.248895,3.4566228,Naive_CD8+_T_cells,1.7690353081538461,1.4905134,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71231,4.8122416,4.112208,-0.066103324,1.4942149,-0.007127942,5.18021,1.020025,1.080244,-0.0025305874,0.2343277,2.596586,0.22719118,4.1201124,Naive_CD8+_T_cells,1.9078153020461537,1.080244,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71232,4.332787,4.2734976,-0.16599205,1.3180249,-0.5269265,4.3122253,0.6354083,-0.12958361,-0.6596553,-0.12643692,3.032502,-0.14973874,3.6098912,Naive_CD8+_T_cells,1.519692552307692,0.6354083,3;2;2;0;4;2;1;1;,-2x0-1x1,2x0,1x1,19/24,3/8
71233,4.8639684,3.9647536,-0.023164317,0.43672493,-0.06627995,4.5597587,-0.10175624,0.18632255,0.9647281,-0.10435767,1.4208539,1.0347859,4.249297,Naive_CD8+_T_cells,1.6450488386923074,0.9647281,3;2;2;0;4;2;1;0;,-2x0-1x0,2x0,1x0,19/24,1/8
71234,4.3211436,3.8990185,-0.0641364,-0.16617551,-0.13852905,4.3012614,-0.071805485,1.6843834,0.34195045,-0.07039402,1.660308,0.52958584,3.2969534,Naive_CD8+_T_cells,1.5018126249999997,0.52958584,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71235,5.14288,3.952144,0.5026521,-0.028689342,-0.52526957,5.1063914,1.249781,0.99433565,0.18662435,-0.048918836,2.0046742,1.2310003,4.4707947,Naive_CD8+_T_cells,1.864492304,1.2310003,3;2;2;0;4;2;0;1;,-2x0-0x1,2x0,0x1,17/24,3/8
71236,5.349588,3.9365804,-0.07750244,1.6470444,0.9159156,3.7676208,0.28849325,0.08997783,0.25671798,0.9989699,1.034801,0.23005393,4.2691607,Naive_CD8+_T_cells,1.7467247192307693,0.9989699,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
71237,4.516819,3.622729,1.031283,0.58184063,0.17412995,4.566983,-0.05042911,1.5408897,-0.6457676,-0.16441554,1.1132034,-0.19268994,3.9079218,Naive_CD8+_T_cells,1.5386536376923077,1.031283,3;2;2;0;4;2;0;0;,-2x0-0x0,2x0,0x0,17/24,1/8
